"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Atlantic Quest 2 - New Adventure -","0","0","5","0","0.44","0.44","0.09","N/A","0.0","0.27","0.16","15","0.23","2016-04-06","412530"
"DAMAGE CONTROL","0","0","5","0","0.38","0.38","0.08","0.08","0.0","0.07","0.37","39","0.21","2016-04-05","450020"
"Crowman & Wolfboy","0","0","5","0","0.33","0.33","0.07","0.04","42.9","0.03","0.03","60","0.18","2016-04-04","339590"
"Love is Blind: Mutants","0","0","5","0","0.33","0.33","0.07","0.04","42.9","0.03","0.03","150","0.18","2016-04-03","444460"
"Sixtieth Kilometer","0","0","5","0","0.21","0.21","0.04","0.02","50.0","0.03","0.03","793","0.10","2016-04-03","448780"
"Systematic Immunity","0","0","5","0","0.34","0.34","0.07","0.05","28.6","0.09","0.03","36","0.18","2016-04-03","395100"
"Ninja Outbreak","0","0","5","0","0.35","0.35","0.07","0.07","0.0","0.11","0.04","31","0.18","2016-04-02","453880"
"Last Heroes 3","0","0","5","0","0.21","0.21","0.04","0.03","25.0","0.03","0.03","218","0.10","2016-04-02","458420"
"An Imp? A Fiend!","0","0","5","0","0.29","0.29","0.06","0.03","50.0","0.03","0.03","42","0.16","2016-04-02","354960"
"Ninjahtic Mind Tricks","0","0","5","0","0.34","0.34","0.07","0.04","42.9","0.04","0.03","24","0.18","2016-04-01","387880"
"Ninjahtic","0","0","5","0","0.27","0.27","0.05","0.04","20.0","0.05","0.03","26","0.13","2016-04-01","385230"
"Christmas Adventure: Candy Storm","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.08","0.03","317","0.13","2016-04-01","456430"
"Origin Of Destiny: Crimson Awakening","0","0","5","0","0.72","0.72","0.14","0.35","-150.0","0.74","0.35","15","0.37","2016-04-01","448570"
"Blue Sheep","0","0","5","0","0.50","0.50","0.10","0.08","20.0","0.67","0.09","20","0.26","2016-04-01","409280"
"Moustache Mountain","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.03","0.03","96","0.10","2016-03-31","457520"
"Soup","0","0","5","0","0.45","0.45","0.09","0.11","-22.2","0.96","0.06","18","0.23","2016-03-31","436480"
"Forgotten, Not Lost - A Kinetic Novel","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.03","0.03","43","0.16","2016-03-31","457490"
"Club Life","0","0","5","0","0.65","0.65","0.13","0.28","-115.4","0.10","0.15","52","0.34","2016-03-30","404180"
"Cube Land Arena","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.03","0.03","540","0.10","2016-03-29","450850"
"NightCry","0","0","5","0","1.03","1.03","0.21","0.46","-119.0","0.25","0.10","14","0.55","2016-03-29","427660"
"Amigdala","0","0","5","0","0.56","0.56","0.11","0.09","18.2","0.04","0.33","47","0.29","2016-03-29","450110"
"Horror in the Asylum","0","0","5","0","0.68","0.68","0.14","0.13","7.1","0.12","0.82","21","0.37","2016-03-27","428210"
"Pertinence","0","0","5","0","0.73","0.73","0.15","0.12","20.0","0.52","1.10","30","0.39","2016-03-27","455110"
"Thorne - Death Merchants","0","0","5","0","0.25","0.25","0.05","0.02","60.0","0.03","0.03","157","0.13","2016-03-26","451920"
"Zombies on a Plane","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","98","0.13","2016-03-26","297450"
"Spaceport Hope","0","0","5","0","0.27","0.27","0.05","0.04","20.0","0.03","0.03","283","0.13","2016-03-25","394540"
"ASMR Universe","0","0","5","0","0.33","0.33","0.07","0.05","28.6","0.03","0.03","45","0.18","2016-03-25","448830"
"Songs for a Hero - Definitive Edition","0","0","5","0","0.31","0.31","0.06","0.03","50.0","0.04","0.04","149","0.16","2016-03-25","389170"
"Cellar","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.03","0.03","372","0.13","2016-03-25","449060"
"The Great Escape","0","0","5","0","0.32","0.32","0.06","0.05","16.7","0.03","0.03","51","0.16","2016-03-24","434800"
"CrazyCars3D","0","0","5","0","0.25","0.25","0.05","0.04","20.0","0.03","0.03","94","0.13","2016-03-24","454180"
"Hyper Light Drifter","0","0","5","0","0.42","0.42","0.08","0.11","-37.5","0.04","0.06","332","0.21","2016-03-24","257850"
"Crystal Chip Collector","0","0","5","0","0.55","0.55","0.11","N/A","0.0","2.46","0.44","16","0.29","2016-03-24","454430"
"SUPERHOT","0","0","5","0","0.34","0.34","0.07","0.05","28.6","0.05","0.05","1016","0.18","2016-03-23","322500"
"Borstal","0","0","5","0","0.30","0.30","0.06","0.11","-83.3","0.18","0.04","73","0.16","2016-03-22","453730"
"Trial by Viking","0","0","5","0","0.92","0.92","0.18","1.12","-522.2","1.19","0.49","17","0.47","2016-03-22","440800"
"Mimpi Dreams","0","0","5","0","0.75","0.75","0.15","0.12","20.0","0.74","0.04","35","0.39","2016-03-22","444770"
"War Birds: WW2 Air strike 1942","0","0","5","0","0.50","0.50","0.10","0.06","40.0","0.06","0.15","19","0.26","2016-03-22","451670"
"Shadows Peak","0","0","5","0","0.66","0.66","0.13","0.25","-92.3","0.29","1.89","72","0.34","2016-03-22","359940"
"Scapeland","0","0","5","0","0.68","0.68","0.14","N/A","0.0","0.09","0.04","26","0.37","2016-03-22","444440"
"Discouraged Workers TEEN","0","0","5","0","0.38","0.38","0.08","0.12","-50.0","0.05","0.04","39","0.21","2016-03-22","432180"
"Hyperdimension Neptunia U: Action Unleashed","0","0","5","0","0.67","0.67","0.13","0.14","-7.7","0.06","0.06","115","0.34","2016-03-21","387340"
"Nyctophobia","0","0","5","0","0.28","0.28","0.06","0.03","50.0","0.03","0.03","113","0.16","2016-03-20","378100"
"Jelly Killer","0","0","5","0","0.77","0.77","0.15","0.17","-13.3","0.03","0.03","21","0.39","2016-03-19","441670"
"Wind Child","0","0","5","0","0.21","0.21","0.04","0.03","25.0","0.03","0.03","149","0.10","2016-03-19","397090"
"Neon Hardcorps","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.03","0.03","681","0.10","2016-03-19","454200"
"Mystic Destinies: Serendipity of Aeons","0","0","5","0","0.97","0.97","0.19","0.37","-94.7","0.19","0.25","17","0.50","2016-03-19","431510"
"Calcu-Late","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.03","0.03","276","0.13","2016-03-19","449200"
"Agent Awesome","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.03","0.03","136","0.18","2016-03-18","345220"
"Prison Run and Gun","0","0","5","0","0.23","0.23","0.05","0.02","60.0","0.03","0.03","149","0.13","2016-03-17","436390"
"Falcon 4.0","0","0","5","0","0.49","0.49","0.10","0.33","-230.0","0.14","0.45","52","0.26","2016-03-15","429530"
"Hairy Little Buggers","0","0","5","0","0.94","0.94","0.19","52.64","-27,605.3","2.94","0.47","10","0.50","2016-03-15","405240"
"Stairs","0","0","5","0","0.38","0.38","0.08","0.06","25.0","0.05","0.05","42","0.21","2016-03-15","374060"
"Mech Anarchy","0","0","5","0","0.35","0.35","0.07","0.29","-314.3","0.07","0.39","32","0.18","2016-03-15","420900"
"Cosmic Leap","0","0","5","0","0.25","0.25","0.05","0.02","60.0","0.03","0.03","375","0.13","2016-03-15","420850"
"Infinity Wings - Scout & Grunt","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.05","0.23","59","0.16","2016-03-14","448790"
"Strawberry Vinegar","0","0","5","0","0.91","0.91","0.18","0.14","22.2","0.30","0.62","42","0.47","2016-03-14","407340"
"Season of 12 Colors","0","0","5","0","0.41","0.41","0.08","0.18","-125.0","0.06","0.12","71","0.21","2016-03-14","370280"
"Gridworld","0","0","5","0","0.34","0.34","0.07","0.05","28.6","0.05","0.03","34","0.18","2016-03-11","396890"
"Bonsai","0","0","5","0","0.34","0.34","0.07","0.06","14.3","0.03","0.08","69","0.18","2016-03-11","444160"
"Magic Potion Explorer","0","0","5","0","0.43","0.43","0.09","N/A","0.0","0.47","1.07","41","0.23","2016-03-11","442890"
"Mind Games","0","0","5","0","0.29","0.29","0.06","0.05","16.7","0.05","0.04","54","0.16","2016-03-10","448560"
"The Secret Order 3: Ancient Times","0","0","5","0","0.31","0.31","0.06","0.07","-16.7","0.03","0.03","113","0.16","2016-03-10","437420"
"Shardlight","0","0","5","0","0.35","0.35","0.07","0.11","-57.1","0.05","0.18","64","0.18","2016-03-08","336130"
"Space Overlords","0","0","5","0","0.35","0.35","0.07","0.09","-28.6","0.06","0.10","25","0.18","2016-03-08","407830"
"Super Kitty Boing Boing","0","0","5","0","0.94","0.94","0.19","0.17","10.5","0.53","0.11","125","0.50","2016-03-07","440380"
"Blades of the Righteous","0","0","5","0","0.37","0.37","0.07","0.18","-157.1","0.24","0.03","55","0.18","2016-03-07","421140"
"Mystica: The Ninth Society","0","0","5","0","0.52","0.52","0.10","0.10","0.0","0.08","0.09","23","0.26","2016-03-07","448150"
"Sakura Swim Club","0","0","5","0","0.47","0.47","0.09","0.14","-55.6","0.04","0.27","187","0.23","2016-03-06","402180"
"Insecters War","0","0","5","0","1.26","1.26","0.25","0.36","-44.0","365.96","2.21","9","0.65","2016-03-06","335950"
"神楽道中記(KaguraDouchuuki)","0","0","5","0","0.76","0.76","0.15","0.21","-40.0","0.74","0.45","35","0.39","2016-03-05","378790"
"Space Pilgrim Episode IV: Sol","0","0","5","0","0.23","0.23","0.05","0.02","60.0","0.03","0.03","810","0.13","2016-03-04","446640"
"Ultimate Arena","0","0","5","0","0.44","0.44","0.09","0.08","11.1","0.64","0.03","121","0.23","2016-03-04","385240"
"Sakura Beach 2","0","0","5","0","0.48","0.48","0.10","0.10","0.0","0.03","0.29","115","0.26","2016-03-03","407980"
"Last Days of Old Earth","0","0","5","0","0.48","0.48","0.10","0.08","20.0","1.73","0.15","23","0.26","2016-03-03","376450"
"Alice's Patchwork","0","0","5","0","0.22","0.22","0.04","0.04","0.0","0.03","0.03","358","0.10","2016-03-03","444280"
"Commando Jack","0","0","5","0","0.28","0.28","0.06","0.03","50.0","0.03","0.03","109","0.16","2016-03-02","299260"
"Oxenfree","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.04","0.04","331","0.16","2016-03-02","388880"
"Sakura Fantasy Chapter 1","0","0","5","0","0.44","0.44","0.09","0.08","11.1","0.03","0.22","103","0.23","2016-03-02","375200"
"Story of a Cube","0","0","5","0","0.29","0.29","0.06","0.05","16.7","0.06","0.03","103","0.16","2016-03-02","440750"
"HIS (Heroes In the Sky)","0","0","5","0","0.74","0.74","0.15","0.31","-106.7","0.19","0.49","35","0.39","2016-03-02","342570"
"Shadow Of Nebula","0","0","5","0","1.68","1.68","0.34","N/A","0.0","3.76","5.42","10","0.89","2016-03-01","433960"
"Star Sky 2","0","0","5","0","0.29","0.29","0.06","0.04","33.3","0.18","0.08","54","0.16","2016-02-29","443460"
"Sakura Beach","0","0","5","0","0.54","0.54","0.11","0.10","9.1","0.03","0.04","110","0.29","2016-02-29","377680"
"Rhino's Rage","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.04","0.03","115","0.18","2016-02-28","433210"
"Machine Gun Train Run","0","0","5","0","0.28","0.28","0.06","0.08","-33.3","0.04","0.03","40","0.16","2016-02-27","428530"
"Huenison","0","0","5","0","4.02","4.02","0.80","0.39","51.2","1.24","0.60","40","2.09","2016-02-26","410370"
"Inexistence","0","0","5","0","0.27","0.27","0.05","0.04","20.0","0.04","0.03","63","0.13","2016-02-26","444720"
"Dyadic","0","0","5","0","0.78","0.78","0.16","1.12","-600.0","4.76","3.51","21","0.42","2016-02-25","442140"
"The Flame in the Flood","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","769","0.13","2016-02-24","318600"
"1943 Megami Strike","0","0","5","0","1.24","1.24","0.25","N/A","0.0","0.94","0.74","42","0.65","2016-02-24","440810"
"Drizzlepath: Genie","0","0","5","0","0.34","0.34","0.07","0.13","-85.7","0.20","0.10","42","0.18","2016-02-24","438340"
"DEADBOLT","0","0","5","0","0.33","0.33","0.07","0.05","28.6","0.05","0.05","170","0.18","2016-02-23","394970"
"ChromaGun","0","0","5","0","0.30","0.30","0.06","0.07","-16.7","0.06","0.04","64","0.16","2016-02-22","408650"
"OutDrive","0","0","5","0","0.74","0.74","0.15","0.16","-6.7","0.03","0.09","210","0.39","2016-02-22","441870"
"Momodora: Reverie Under the Moonlight","0","0","5","0","0.30","0.30","0.06","0.05","16.7","0.06","0.05","351","0.16","2016-02-22","428550"
"Pointless","0","0","5","0","0.93","0.93","0.19","0.25","-31.6","0.12","0.37","79","0.50","2016-02-22","442290"
"Magdalena","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","706","0.13","2016-02-22","432470"
"Red Comrades Save the Galaxy: Reloaded","0","0","5","0","0.47","0.47","0.09","0.05","44.4","0.06","0.07","69","0.23","2016-02-21","415610"
"Sky To Fly: Faster Than Wind","0","0","5","0","0.44","0.44","0.09","0.07","22.2","0.33","0.06","21","0.23","2016-02-21","403850"
"Pixel Puzzles 2: Space","0","0","5","0","0.23","0.23","0.05","0.02","60.0","0.03","0.03","332","0.13","2016-02-21","355920"
"Drawn: The Painted Tower","0","0","5","0","0.40","0.40","0.08","0.25","-212.5","1.43","0.52","34","0.21","2016-02-21","51060"
"Disgaea PC","0","0","5","0","0.29","0.29","0.06","0.07","-16.7","0.05","0.05","645","0.16","2016-02-21","405900"
"Uriel's Chasm 2: את","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.03","0.03","125","0.13","2016-02-21","414580"
"Mindless Running","0","0","5","0","0.24","0.24","0.05","0.02","60.0","0.11","0.03","372","0.13","2016-02-21","444260"
"Broken Dreams","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","467","0.13","2016-02-21","444480"
"The Emerald Maiden: Symphony of Dreams","0","0","5","0","0.28","0.28","0.06","0.04","33.3","0.03","0.03","115","0.16","2016-02-21","429610"
"Find Out","0","0","5","0","0.21","0.21","0.04","0.04","0.0","0.03","0.03","416","0.10","2016-02-17","444410"
"Psychocat: The Answer","0","0","5","0","0.65","0.65","0.13","0.22","-69.2","0.54","0.54","22","0.34","2016-02-17","431910"
"Project Graviton","0","0","5","0","0.40","0.40","0.08","0.07","12.5","0.30","0.04","24","0.21","2016-02-16","437880"
"Our Nation's Miner","0","0","5","0","0.53","0.53","0.11","0.22","-100.0","0.09","0.42","19","0.29","2016-02-16","360040"
"Unending Galaxy","0","0","5","0","0.34","0.34","0.07","0.18","-157.1","0.06","0.54","26","0.18","2016-02-16","439720"
"Aozora Meikyuu","0","0","5","0","0.97","0.97","0.19","0.06","68.4","0.08","0.04","35","0.50","2016-02-16","427980"
"My Name is Mayo","0","0","5","0","0.29","0.29","0.06","0.04","33.3","0.03","0.03","292","0.16","2016-02-15","434260"
"Cube Destroyer","0","0","5","0","0.20","0.20","0.04","0.03","25.0","0.04","0.03","522","0.10","2016-02-14","440760"
"Emily is Away","0","0","5","0","0.73","0.73","0.15","0.23","-53.3","0.15","0.59","156","0.39","2016-02-14","417860"
"The Slaughter: Act One","0","0","5","0","0.34","0.34","0.07","0.08","-14.3","2.07","0.03","29","0.18","2016-02-14","356390"
"Earth Space Colonies","0","0","5","0","0.57","0.57","0.11","0.10","9.1","0.11","1.41","29","0.29","2016-02-13","437870"
"Break Chance Memento","0","0","5","0","1.52","1.52","0.30","N/A","0.0","6.20","3.04","11","0.78","2016-02-13","432130"
"LONE WOLF: Horizon","0","0","5","0","0.43","0.43","0.09","0.06","33.3","0.07","0.05","31","0.23","2016-02-12","429020"
"Robowars","0","0","5","0","0.31","0.31","0.06","0.06","0.0","0.03","0.03","55","0.16","2016-02-12","285090"
"Babel: Choice","0","0","5","0","1.02","1.02","0.20","0.14","30.0","0.04","1.36","28","0.52","2016-02-12","430170"
"Karaski: What Goes Up...","0","0","5","0","0.40","0.40","0.08","N/A","0.0","0.12","0.04","30","0.21","2016-02-11","424640"
"Prospekt","0","0","5","0","0.60","0.60","0.12","0.20","-66.7","0.14","0.06","47","0.31","2016-02-11","399120"
"Perpetuum","0","0","5","0","0.48","0.48","0.10","0.13","-30.0","0.27","0.47","44","0.26","2016-02-11","223410"
"PulseCharge","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","242","0.13","2016-02-10","438010"
"Job the Leprechaun","0","0","5","0","0.32","0.32","0.06","0.03","50.0","0.03","0.03","53","0.16","2016-02-10","386420"
"Assassin’s Creed® Chronicles: Russia","0","0","5","0","0.75","0.75","0.15","0.15","0.0","0.05","0.14","75","0.39","2016-02-10","359600"
"Assassin’s Creed® Chronicles: India","0","0","5","0","0.74","0.74","0.15","0.14","6.7","0.05","0.07","69","0.39","2016-02-10","359610"
"Assassin’s Creed® Chronicles: China","0","0","5","0","0.56","0.56","0.11","0.13","-18.2","0.06","0.08","162","0.29","2016-02-10","354380"
"Close Order","0","0","5","0","0.65","0.65","0.13","0.08","38.5","0.07","0.04","18","0.34","2016-02-09","383800"
"RPG Maker MV","0","0","5","0","0.30","0.30","0.06","0.05","16.7","0.08","0.05","532","0.16","2016-02-05","363890"
"Space Pilgrim Episode III: Delta Pavonis","0","0","5","0","0.21","0.21","0.04","0.02","50.0","0.03","0.03","668","0.10","2016-02-05","439250"
"Jet Set Knights","0","0","5","0","0.39","0.39","0.08","0.05","37.5","0.46","0.09","37","0.21","2016-02-04","405550"
"Half dead","0","0","5","0","0.29","0.29","0.06","0.04","33.3","0.03","0.03","209","0.16","2016-02-04","434730"
"The Chosen RPG","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.03","0.03","418","0.10","2016-02-04","434420"
"Evochron Legacy SE","0","0","5","0","0.39","0.39","0.08","0.32","-300.0","0.37","0.28","52","0.21","2016-02-03","398170"
"Lost Castle","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.04","0.04","905","0.10","2016-02-03","434650"
"Dead6hot","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","325","0.13","2016-02-03","438030"
"Islet Online","0","0","5","0","0.42","0.42","0.08","0.17","-112.5","1.81","0.06","27","0.21","2016-02-02","428180"
"Pills4Skills","0","0","5","0","0.38","0.38","0.08","0.06","25.0","0.03","0.03","35","0.21","2016-02-01","427770"
"Tyler","0","0","5","0","0.26","0.26","0.05","0.03","40.0","0.03","0.03","90","0.13","2016-01-31","390460"
"Operation: Matriarchy","0","0","5","0","0.22","0.22","0.04","0.04","0.0","0.03","0.03","228","0.10","2016-01-30","435420"
"Survive Me Miolhr","0","0","5","0","0.33","0.33","0.07","0.10","-42.9","0.04","0.08","20","0.18","2016-01-29","418430"
"Perraw - FPS Clone War","0","0","5","0","0.24","0.24","0.05","0.05","0.0","0.03","0.03","85","0.13","2016-01-29","409340"
"MOAI 3: Trade Mission Collector's Edition","0","0","5","0","0.37","0.37","0.07","0.08","-14.3","0.12","0.07","38","0.18","2016-01-29","437060"
"Pythagoria","0","0","5","0","0.97","0.97","0.19","0.25","-31.6","0.28","0.69","11","0.50","2016-01-29","434620"
"Super Mustache","0","0","5","0","0.22","0.22","0.04","0.02","50.0","0.03","0.03","736","0.10","2016-01-29","438180"
"ADOM (Ancient Domains Of Mystery)","0","0","5","0","0.28","0.28","0.06","0.04","33.3","0.06","0.05","231","0.16","2016-01-29","333300"
"Planet R-12","0","0","5","0","0.21","0.21","0.04","0.03","25.0","0.03","0.03","901","0.10","2016-01-28","408110"
"It's Spring Again","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.03","0.03","354","0.10","2016-01-28","434210"
"Eventide: Slavic Fable","0","0","5","0","0.32","0.32","0.06","0.06","0.0","0.03","0.13","112","0.16","2016-01-28","406870"
"Surfingers","0","0","5","0","0.21","0.21","0.04","0.03","25.0","0.03","0.03","795","0.10","2016-01-27","438080"
"The Lost Battalion: All Out Warfare","0","0","5","0","0.20","0.20","0.04","0.03","25.0","0.03","0.03","172","0.10","2016-01-27","364890"
"Empire of the Gods","0","0","5","0","0.29","0.29","0.06","0.06","0.0","0.04","0.03","31","0.16","2016-01-26","436140"
"Swiftly","0","0","5","0","0.33","0.33","0.07","0.04","42.9","0.03","0.03","108","0.18","2016-01-26","418610"
"Biodrone Battle","0","0","5","0","0.26","0.26","0.05","0.04","20.0","0.03","0.03","65","0.13","2016-01-25","377290"
"The Rise of Chubtan","0","0","5","0","0.66","0.66","0.13","0.40","-207.7","1.76","0.45","18","0.34","2016-01-23","396010"
"Space Moth DX","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.07","0.08","34","0.18","2016-01-23","425340"
"Starward Rogue","0","0","5","0","0.33","0.33","0.07","0.07","0.0","0.04","0.27","85","0.18","2016-01-22","410820"
"5089: The Action RPG","0","0","5","0","0.39","0.39","0.08","0.08","0.0","5.24","0.10","37","0.21","2016-01-21","414510"
"Wooden Floor 2 - Resurrection","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","115","0.13","2016-01-20","433790"
"Slybots: Frantic Zone","0","0","5","0","0.60","0.60","0.12","N/A","0.0","2.01","0.56","31","0.31","2016-01-20","384100"
"Solitaire Christmas. Match 2 Cards","0","0","5","0","0.21","0.21","0.04","0.03","25.0","0.03","0.10","240","0.10","2016-01-20","428510"
"Highschool Romance","0","0","5","0","0.86","0.86","0.17","0.14","17.6","0.06","0.07","70","0.44","2016-01-19","398100"
"Exile's End","0","0","5","0","0.71","0.71","0.14","0.34","-142.9","1.34","2.60","16","0.37","2016-01-19","382130"
"Dinocide","0","0","5","0","0.33","0.33","0.07","0.05","28.6","0.03","0.15","52","0.18","2016-01-18","423900"
"Slipstream 5000","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","176","0.13","2016-01-18","306350"
"Bit Blaster XL","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","940","0.13","2016-01-16","433950"
"Zombie Wars: Invasion","0","0","5","0","0.20","0.20","0.04","0.03","25.0","0.03","0.03","536","0.10","2016-01-16","429060"
"Reverse x Reverse","0","0","5","0","0.67","0.67","0.13","0.17","-30.8","0.19","0.34","19","0.34","2016-01-16","413580"
"Silence of the Sleep","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","101","0.13","2016-01-16","321870"
"Silver Knight","0","0","5","0","0.21","0.21","0.04","0.02","50.0","0.03","0.03","320","0.10","2016-01-16","432170"
"Pro Cycling Manager 2015","0","0","5","0","0.38","0.38","0.08","0.11","-37.5","0.07","0.06","73","0.21","2016-01-15","322850"
"Stop Online - Battle of Words","0","0","5","0","0.36","0.36","0.07","0.05","28.6","0.25","0.03","41","0.18","2016-01-13","406310"
"Energy Cycle","0","0","5","0","0.22","0.22","0.04","0.04","0.0","0.03","0.03","379","0.10","2016-01-13","415960"
"Forbidden Planet","0","0","5","0","0.29","0.29","0.06","0.04","33.3","0.04","0.03","315","0.16","2016-01-13","434610"
"Kivi, Toilet and Shotgun","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.03","0.03","301","0.10","2016-01-13","428950"
"Beyond Reality","0","0","5","0","0.21","0.21","0.04","0.02","50.0","0.03","0.03","537","0.10","2016-01-12","428100"
"OUTBREAK","0","0","5","0","139.32","139.32","27.86","10.14","63.6","13.17","3.69","13","72.68","2016-01-11","432080"
"Futuridium EP Deluxe","0","0","5","0","0.33","0.33","0.07","0.44","-528.6","1.54","5.24","30","0.18","2016-01-11","352790"
"Doors","0","0","5","0","1.00","1.00","0.20","0.85","-325.0","0.21","1.11","34","0.52","2016-01-09","395350"
"Space Pilgrim Episode II: Epsilon Indi","0","0","5","0","0.23","0.23","0.05","0.02","60.0","0.03","0.03","1045","0.13","2016-01-08","431710"
"The Growth Journey","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.03","0.03","122","0.16","2016-01-08","416610"
"Defragmented","0","0","5","0","0.40","0.40","0.08","0.13","-62.5","0.28","0.36","35","0.21","2016-01-08","426170"
"Fairy Tale Mysteries: The Puppet Thief","0","0","5","0","0.34","0.34","0.07","0.04","42.9","0.03","0.04","56","0.18","2016-01-07","429600"
"Black Sails","0","0","5","0","0.30","0.30","0.06","0.05","16.7","0.21","0.04","70","0.16","2016-01-06","373240"
"A Wild Catgirl Appears!","0","0","5","0","0.82","0.82","0.16","0.13","18.8","0.05","0.18","32","0.42","2016-01-05","429580"
"Linea, the Game","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.03","0.03","693","0.10","2016-01-04","428900"
"Squirbs","0","0","5","0","0.29","0.29","0.06","0.03","50.0","0.03","0.03","100","0.16","2016-01-02","429700"
"Space Pilgrim Episode I: Alpha Centauri","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.03","0.03","174","0.16","2015-12-30","429470"
"The Architect","0","0","5","0","0.51","0.51","0.10","0.16","-60.0","0.13","0.11","23","0.26","2015-12-30","375420"
"The Consuming Shadow","0","0","5","0","0.67","0.67","0.13","N/A","0.0","0.26","0.23","20","0.34","2015-12-30","403830"
"UnSummoning: the Spectral Horde","0","0","5","0","0.84","0.84","0.17","1.17","-588.2","0.45","0.06","14","0.44","2015-12-29","417060"
"Dale Hardshovel HD","0","0","5","0","0.29","0.29","0.06","0.04","33.3","0.04","0.03","68","0.16","2015-12-29","370170"
"Project Pulsation","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.03","0.03","344","0.10","2015-12-29","424000"
"Ultionus: A Tale of Petty Revenge","0","0","5","0","0.42","0.42","0.08","0.07","12.5","0.08","0.08","28","0.21","2015-12-29","279160"
"Curvatron","0","0","5","0","0.99","0.99","0.20","0.12","40.0","0.03","0.03","18","0.52","2015-12-29","404700"
"Good Robot","0","0","5","0","0.33","0.33","0.07","0.05","28.6","0.04","0.03","52","0.18","2015-12-26","358830"
"Goodnight Butcher","0","0","5","0","0.40","0.40","0.08","0.04","50.0","0.06","0.03","28","0.21","2015-12-24","426040"
"FreezeME","0","0","5","0","1.43","1.43","0.29","N/A","0.0","0.18","2.47","23","0.76","2015-12-24","390210"
"Umbra: Shadow of Death","0","0","5","0","0.92","0.92","0.18","0.67","-272.2","24.52","0.22","71","0.47","2015-12-24","421180"
"Hover Junkers","0","0","5","0","0.37","0.37","0.07","0.06","14.3","0.08","0.08","71","0.18","2015-12-24","380220"
"Endorlight","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.03","0.03","368","0.13","2015-12-22","428430"
"Dragon Saga","0","0","5","0","0.82","0.82","0.16","0.17","-6.3","0.08","0.20","69","0.42","2015-12-22","381990"
"Gnomes Garden","0","0","5","0","0.23","0.23","0.05","0.02","60.0","0.03","0.03","639","0.13","2015-12-22","415830"
"The Madness of Little Emma","0","0","5","0","0.36","0.36","0.07","0.36","-414.3","0.47","0.05","26","0.18","2015-12-21","418150"
"Dungeon Lords Steam Edition","0","0","5","0","0.31","0.31","0.06","0.09","-50.0","0.05","0.26","80","0.16","2015-12-21","271760"
"Incoming Forces","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.03","0.03","74","0.10","2015-12-20","283390"
"Swapperoo","0","0","5","0","0.31","0.31","0.06","0.07","-16.7","0.09","0.04","36","0.16","2015-12-19","410150"
"Turnover","0","0","5","0","0.45","0.45","0.09","0.24","-166.7","0.07","0.38","25","0.23","2015-12-18","372250"
"Ironclads 2: American Civil War","0","0","5","0","0.30","0.30","0.06","0.24","-300.0","0.15","0.32","28","0.16","2015-12-18","414260"
"Infinite Space III: Sea of Stars","0","0","5","0","0.49","0.49","0.10","0.13","-30.0","0.04","0.03","18","0.26","2015-12-18","269990"
"The Mystery of a Lost Planet","0","0","5","0","0.91","0.91","0.18","0.18","0.0","0.16","0.05","55","0.47","2015-12-18","400200"
"Wick","0","0","5","0","0.52","0.52","0.10","0.08","20.0","0.03","0.05","54","0.26","2015-12-17","418300"
